id,latitude,longitude,location,state,district,pincode,hospital_name,hospital_category,hospital_care_type,specialties,facilities,emergency_services,website,phone,source_name,source_facility_id,source_record_id,data_quality_status,coordinate_quality_status,validation_errors
20011,13.036112,80.254112,"POINT(80.254112 13.036112)","Tamil Nadu","Chennai","600018","Kauvery Hospital (Alwarpet)","Private","Multi Speciality Tertiary Hospital","Cardiology, Neurosciences, Orthopaedics, Gastroenterology, Nephrology, Urology, Pulmonology, Oncology, Geriatrics","24x7 Emergency Care, Ambulance, 200 Beds, 50 ICU Beds, Digital Cath Lab, MRI, CT, Dialysis Unit","24x7 Emergency & Trauma","https://kauveryhospital.com","044-40006000","ABDM_HFR","IN-TN-CHN-0011",20011,CLEANED,VALID_COORDINATE,
20012,13.023812,80.187412,"POINT(80.187412 13.023812)","Tamil Nadu","Chennai","600089","MIOT International Hospital","Private","Multi Speciality Tertiary Hospital","Orthopaedics & Joint Replacement, Trauma Care, Cardiology, Organ Transplant, Thoracic Surgery, Oncology, Nephrology","Ambulance, 24x7 Emergency Trauma Care, 1000 Beds, 180 ICU Beds, Biplane Cath Lab, Helipad, Blood Bank","24x7 International Trauma Centre","https://miotinternational.com","044-42002288","ABDM_HFR","IN-TN-CHN-0012",20012,CLEANED,VALID_COORDINATE,
20013,13.006112,80.258412,"POINT(80.258412 13.006112)","Tamil Nadu","Chennai","600020","Fortis Malar Hospital (Adyar)","Private","Multi Speciality Hospital","Cardiology, Cardio Thoracic Vascular Surgery, Heart Transplant, Neurology, Nephrology, Urology, Gynaecology","24x7 Emergency Room, Ambulance, 180 Beds, 40 ICU Beds, Cath Lab, Advanced Heart Failure Clinic, Pharmacy","24x7 Cardiac Emergency Care","https://fortismalar.com","044-42892222","ABDM_HFR","IN-TN-CHN-0013",20013,CLEANED,VALID_COORDINATE,
20014,13.051412,80.209812,"POINT(80.209812 13.051412)","Tamil Nadu","Chennai","600026","SIMS Hospital (Vadapalani)","Private","Multi Speciality Tertiary Hospital","Cardiology, Cardiothoracic Surgery, Neurosciences, Orthopaedics, Oncology, Multi-organ Transplant, Emergency Medicine","24x7 Emergency Department, Ambulance, 345 Beds, 90 ICU Beds, 3T MRI, Dual Source CT, Pharmacy","24x7 Emergency & Trauma Care","https://simshospitals.com","044-49211444","ABDM_HFR","IN-TN-CHN-0014",20014,CLEANED,VALID_COORDINATE,
20015,13.071812,80.218412,"POINT(80.218412 13.071812)","Tamil Nadu","Chennai","600029","MGM Healthcare (Aminjikarai)","Private","Quaternary Care Super Speciality","Heart & Lung Transplantation, Cardiac Sciences, Neurosciences, Orthopaedics, Medical & Surgical Oncology, Renal Sciences","24x7 Emergency Care, Ambulance, 400 Beds, 100 Critical Care Beds, Intraoperative MRI, Biplane Cath Lab, Green Certified","24x7 Comprehensive Emergency Care","https://mgmhealthcare.in","044-45242424","ABDM_HFR","IN-TN-CHN-0015",20015,CLEANED,VALID_COORDINATE,
20016,13.072912,80.239812,"POINT(80.239812 13.072912)","Tamil Nadu","Chennai","600031","Dr. Mehta’s Hospitals (Chetpet)","Private","Multi Speciality Hospital","Paediatrics, Paediatric Surgery, Obstetrics & Gynaecology, Neonatology, General Surgery, Cardiology, Orthopaedics","Ambulance, 24x7 Emergency & Paediatric Triage, 250 Beds, Level III NICU, PICU, Blood Bank, Pharmacy","24x7 Paediatric & General Emergency","https://mehtahospital.com","044-42271001","ABDM_HFR","IN-TN-CHN-0016",20016,CLEANED,VALID_COORDINATE,
20017,13.051912,80.212412,"POINT(80.212412 13.051912)","Tamil Nadu","Chennai","600026","Vijaya Hospital (Vadapalani)","Trust","Multi Speciality Hospital","Cardiology, Cardio Thoracic Surgery, Neurology, Orthopaedics, Nephrology, General Surgery, Gynaecology, ENT","24x7 Casualty, Ambulance, 750 Beds, Blood Bank, Dialysis, Diagnostic Imaging, Pharmacy","24x7 Emergency Care","https://vijayahospital.org","044-24716161","ABDM_HFR","IN-TN-CHN-0017",20017,CLEANED,VALID_COORDINATE,
20018,13.086412,80.211812,"POINT(80.211812 13.086412)","Tamil Nadu","Chennai","600040","Sundaram Medical Foundation (Anna Nagar)","Trust","Community Hospital","General Medicine, General Surgery, Emergency Medicine, Paediatrics, Orthopaedics, Critical Care, Obstetrics","24x7 Emergency Department, Ambulance, 200 Beds, 40 ICU Beds, Blood Bank, Dialysis, Digital X-Ray","24x7 Emergency Services","https://smfhospital.com","044-26268844","ABDM_HFR","IN-TN-CHN-0018",20018,CLEANED,VALID_COORDINATE,
20019,12.906112,80.198412,"POINT(80.198412 12.906112)","Tamil Nadu","Chennai","600100","Gleneagles Health City (Perumbakkam)","Private","Quaternary Care Multi Speciality","Liver Transplantation, Multiorgan Transplant, Cardiology, Oncology, Neurosciences, Renal Sciences, Gastroenterology","24x7 Emergency & Trauma Centre, Ambulance, 1000 Beds, 200 ICU Beds, Advanced Transplant ICU, Cath Lab","24x7 Trauma & Emergency Centre","https://gleneagleshealthcitychennai.com","044-44777000","ABDM_HFR","IN-TN-CHN-0019",20019,CLEANED,VALID_COORDINATE,
20020,13.036812,80.141812,"POINT(80.141812 13.036812)","Tamil Nadu","Chennai","600116","Sri Ramachandra Hospital & Research Institute (Porur)","Trust","Teaching Multi Speciality Hospital","Cardiology, Cardio Thoracic Surgery, Oncology, Neurology, Nephrology, Multi Organ Transplant, Orthopaedics, Paediatrics","24x7 Emergency & Trauma Centre, Ambulance, 2500 Beds, 300 ICU Beds, Blood Bank, Linear Accelerator, Dialysis","24x7 Trauma & Emergency Care","https://sriramachandra.edu.in","044-45928500","ABDM_HFR","IN-TN-CHN-0020",20020,CLEANED,VALID_COORDINATE,
20021,12.951412,80.141212,"POINT(80.141212 12.951412)","Tamil Nadu","Chengalpattu","600044","Dr. Rela Institute & Medical Centre (Chromepet)","Private","Quaternary Care Multi Speciality","Liver Transplantation, Hepatobiliary Surgery, Paediatric Multi-Organ Transplant, Cardiology, Oncology, Neurosciences","24x7 Emergency & Critical Care, Ambulance, 450 Beds, 130 Critical Care Beds, 4K Laparoscopy, 24x7 Pharmacy","24x7 Emergency & Trauma Care","https://relainstitute.com","044-66667777","ABDM_HFR","IN-TN-CHN-0021",20021,CLEANED,VALID_COORDINATE,
20022,12.788412,80.221412,"POINT(80.221412 12.788412)","Tamil Nadu","Chengalpattu","603103","Chettinad Hospital & Research Institute (Kelambakkam)","Trust","Teaching Multi Speciality Hospital","General Medicine, Cardiology, Neurology, Orthopaedics, Paediatrics, Gynaecology, Oncology, Emergency Medicine","24x7 Emergency & Trauma Department, Ambulance, 1180 Beds, 150 ICU Beds, Blood Bank, Dialysis, MRI, CT","24x7 Emergency & Trauma Services","https://care.edu.in","044-47411000","ABDM_HFR","IN-TN-CHN-0022",20022,CLEANED,VALID_COORDINATE,
20023,11.0168,76.9558,"POINT(76.9558 11.0168)","Tamil Nadu","Coimbatore","641018","Coimbatore Medical College Hospital","Public/ Government","Government Medical College / District Hospital","General Medicine, General Surgery, Paediatrics, Obstetrics & Gynaecology, Orthopaedics, Anaesthesiology, Radiology, Pathology, Emergency Medicine","Ambulance, 24x7 Casualty, Blood Bank, 500-1000 Beds, 100 ICU Beds, CT Scan, X-Ray, Dialysis, Pharmacy","24x7 Casualty & Emergency Services","https://tnhealth.tn.gov.in","044-25305000","ABDM_HFR","IN-TN-COI-0023",20023,CLEANED,VALID_COORDINATE,
20024,11.0288,76.9708,"POINT(76.9708 11.0288)","Tamil Nadu","Coimbatore","641018","PSG Hospitals & GKNM Hospital","Private","Multi Speciality Hospital","Cardiology, Neurology, Orthopaedics, Nephrology, Gastroenterology, Oncology, Critical Care","Ambulance, 24x7 Emergency Room, ICU, Cath Lab, MRI, CT, Dialysis Unit, Pharmacy","24x7 Trauma & Emergency","https://cmchistn.com","0422-4345000","ABDM_HFR","IN-TN-COI-0024",20024,CLEANED,VALID_COORDINATE,
20025,10.9988,76.9438,"POINT(76.9438 10.9988)","Tamil Nadu","Coimbatore","641018","Government Taluk Hospital, Coimbatore","Public/ Government","Sub-District Hospital (SDH)","General Medicine, General Surgery, Paediatrics, Gynaecology, Emergency Care","Ambulance, 100 Beds, 24x7 Labour Ward, Pharmacy, X-Ray, Laboratory","24x7 Emergency Care","https://tnhealth.tn.gov.in","044-25305000","ABDM_HFR","IN-TN-COI-0025",20025,CLEANED,VALID_COORDINATE,
20026,9.9252,78.1198,"POINT(78.1198 9.9252)","Tamil Nadu","Madurai","625020","Government Rajaji Hospital (GRH Madurai)","Public/ Government","Government Medical College / District Hospital","General Medicine, General Surgery, Paediatrics, Obstetrics & Gynaecology, Orthopaedics, Anaesthesiology, Radiology, Pathology, Emergency Medicine","Ambulance, 24x7 Casualty, Blood Bank, 500-1000 Beds, 100 ICU Beds, CT Scan, X-Ray, Dialysis, Pharmacy","24x7 Casualty & Emergency Services","https://tnhealth.tn.gov.in","044-25305000","ABDM_HFR","IN-TN-MAD-0026",20026,CLEANED,VALID_COORDINATE,
20027,9.9372,78.1348,"POINT(78.1348 9.9372)","Tamil Nadu","Madurai","625020","Meenakshi Mission Hospital & Research Centre","Private","Multi Speciality Hospital","Cardiology, Neurology, Orthopaedics, Nephrology, Gastroenterology, Oncology, Critical Care","Ambulance, 24x7 Emergency Room, ICU, Cath Lab, MRI, CT, Dialysis Unit, Pharmacy","24x7 Trauma & Emergency","https://cmchistn.com","0422-4345000","ABDM_HFR","IN-TN-MAD-0027",20027,CLEANED,VALID_COORDINATE,
20028,9.9072,78.1078,"POINT(78.1078 9.9072)","Tamil Nadu","Madurai","625020","Government Taluk Hospital, Madurai","Public/ Government","Sub-District Hospital (SDH)","General Medicine, General Surgery, Paediatrics, Gynaecology, Emergency Care","Ambulance, 100 Beds, 24x7 Labour Ward, Pharmacy, X-Ray, Laboratory","24x7 Emergency Care","https://tnhealth.tn.gov.in","044-25305000","ABDM_HFR","IN-TN-MAD-0028",20028,CLEANED,VALID_COORDINATE,
20029,10.7905,78.7047,"POINT(78.7047 10.7905)","Tamil Nadu","Tiruchirappalli","620001","Mahatma Gandhi Memorial Government Hospital (KAPV)","Public/ Government","Government Medical College / District Hospital","General Medicine, General Surgery, Paediatrics, Obstetrics & Gynaecology, Orthopaedics, Anaesthesiology, Radiology, Pathology, Emergency Medicine","Ambulance, 24x7 Casualty, Blood Bank, 500-1000 Beds, 100 ICU Beds, CT Scan, X-Ray, Dialysis, Pharmacy","24x7 Casualty & Emergency Services","https://tnhealth.tn.gov.in","044-25305000","ABDM_HFR","IN-TN-TIR-0029",20029,CLEANED,VALID_COORDINATE,
20030,10.8025,78.7197,"POINT(78.7197 10.8025)","Tamil Nadu","Tiruchirappalli","620001","Kauvery Hospital Cantonment Trichy","Private","Multi Speciality Hospital","Cardiology, Neurology, Orthopaedics, Nephrology, Gastroenterology, Oncology, Critical Care","Ambulance, 24x7 Emergency Room, ICU, Cath Lab, MRI, CT, Dialysis Unit, Pharmacy","24x7 Trauma & Emergency","https://cmchistn.com","0422-4345000","ABDM_HFR","IN-TN-TIR-0030",20030,CLEANED,VALID_COORDINATE,
20031,10.7725,78.6927,"POINT(78.6927 10.7725)","Tamil Nadu","Tiruchirappalli","620001","Government Taluk Hospital, Tiruchirappalli","Public/ Government","Sub-District Hospital (SDH)","General Medicine, General Surgery, Paediatrics, Gynaecology, Emergency Care","Ambulance, 100 Beds, 24x7 Labour Ward, Pharmacy, X-Ray, Laboratory","24x7 Emergency Care","https://tnhealth.tn.gov.in","044-25305000","ABDM_HFR","IN-TN-TIR-0031",20031,CLEANED,VALID_COORDINATE,
20032,11.6643,78.146,"POINT(78.146 11.6643)","Tamil Nadu","Salem","636001","Government Mohan Kumaramangalam Medical College Hospital","Public/ Government","Government Medical College / District Hospital","General Medicine, General Surgery, Paediatrics, Obstetrics & Gynaecology, Orthopaedics, Anaesthesiology, Radiology, Pathology, Emergency Medicine","Ambulance, 24x7 Casualty, Blood Bank, 500-1000 Beds, 100 ICU Beds, CT Scan, X-Ray, Dialysis, Pharmacy","24x7 Casualty & Emergency Services","https://tnhealth.tn.gov.in","044-25305000","ABDM_HFR","IN-TN-SAL-0032",20032,CLEANED,VALID_COORDINATE,
20033,11.6763,78.161,"POINT(78.161 11.6763)","Tamil Nadu","Salem","636001","Manipal Hospital Salem","Private","Multi Speciality Hospital","Cardiology, Neurology, Orthopaedics, Nephrology, Gastroenterology, Oncology, Critical Care","Ambulance, 24x7 Emergency Room, ICU, Cath Lab, MRI, CT, Dialysis Unit, Pharmacy","24x7 Trauma & Emergency","https://cmchistn.com","0422-4345000","ABDM_HFR","IN-TN-SAL-0033",20033,CLEANED,VALID_COORDINATE,
20034,11.6463,78.134,"POINT(78.134 11.6463)","Tamil Nadu","Salem","636001","Government Taluk Hospital, Salem","Public/ Government","Sub-District Hospital (SDH)","General Medicine, General Surgery, Paediatrics, Gynaecology, Emergency Care","Ambulance, 100 Beds, 24x7 Labour Ward, Pharmacy, X-Ray, Laboratory","24x7 Emergency Care","https://tnhealth.tn.gov.in","044-25305000","ABDM_HFR","IN-TN-SAL-0034",20034,CLEANED,VALID_COORDINATE,
20035,8.7139,77.7567,"POINT(77.7567 8.7139)","Tamil Nadu","Tirunelveli","627011","Tirunelveli Medical College Hospital (TVMCH)","Public/ Government","Government Medical College / District Hospital","General Medicine, General Surgery, Paediatrics, Obstetrics & Gynaecology, Orthopaedics, Anaesthesiology, Radiology, Pathology, Emergency Medicine","Ambulance, 24x7 Casualty, Blood Bank, 500-1000 Beds, 100 ICU Beds, CT Scan, X-Ray, Dialysis, Pharmacy","24x7 Casualty & Emergency Services","https://tnhealth.tn.gov.in","044-25305000","ABDM_HFR","IN-TN-TIR-0035",20035,CLEANED,VALID_COORDINATE,
20036,8.7259,77.7717,"POINT(77.7717 8.7259)","Tamil Nadu","Tirunelveli","627011","Galaxy Hospital Tirunelveli","Private","Multi Speciality Hospital","Cardiology, Neurology, Orthopaedics, Nephrology, Gastroenterology, Oncology, Critical Care","Ambulance, 24x7 Emergency Room, ICU, Cath Lab, MRI, CT, Dialysis Unit, Pharmacy","24x7 Trauma & Emergency","https://cmchistn.com","0422-4345000","ABDM_HFR","IN-TN-TIR-0036",20036,CLEANED,VALID_COORDINATE,
20037,8.6959,77.7447,"POINT(77.7447 8.6959)","Tamil Nadu","Tirunelveli","627011","Government Taluk Hospital, Tirunelveli","Public/ Government","Sub-District Hospital (SDH)","General Medicine, General Surgery, Paediatrics, Gynaecology, Emergency Care","Ambulance, 100 Beds, 24x7 Labour Ward, Pharmacy, X-Ray, Laboratory","24x7 Emergency Care","https://tnhealth.tn.gov.in","044-25305000","ABDM_HFR","IN-TN-TIR-0037",20037,CLEANED,VALID_COORDINATE,
20038,12.9165,79.1325,"POINT(79.1325 12.9165)","Tamil Nadu","Vellore","632004","Government Vellore Medical College Hospital (Adukkamparai)","Public/ Government","Government Medical College / District Hospital","General Medicine, General Surgery, Paediatrics, Obstetrics & Gynaecology, Orthopaedics, Anaesthesiology, Radiology, Pathology, Emergency Medicine","Ambulance, 24x7 Casualty, Blood Bank, 500-1000 Beds, 100 ICU Beds, CT Scan, X-Ray, Dialysis, Pharmacy","24x7 Casualty & Emergency Services","https://tnhealth.tn.gov.in","044-25305000","ABDM_HFR","IN-TN-VEL-0038",20038,CLEANED,VALID_COORDINATE,
20039,12.9285,79.1475,"POINT(79.1475 12.9285)","Tamil Nadu","Vellore","632004","Christian Medical College (CMC) Hospital","Private","Multi Speciality Hospital","Cardiology, Neurology, Orthopaedics, Nephrology, Gastroenterology, Oncology, Critical Care","Ambulance, 24x7 Emergency Room, ICU, Cath Lab, MRI, CT, Dialysis Unit, Pharmacy","24x7 Trauma & Emergency","https://cmchistn.com","0422-4345000","ABDM_HFR","IN-TN-VEL-0039",20039,CLEANED,VALID_COORDINATE,
20040,12.8985,79.1205,"POINT(79.1205 12.8985)","Tamil Nadu","Vellore","632004","Government Taluk Hospital, Vellore","Public/ Government","Sub-District Hospital (SDH)","General Medicine, General Surgery, Paediatrics, Gynaecology, Emergency Care","Ambulance, 100 Beds, 24x7 Labour Ward, Pharmacy, X-Ray, Laboratory","24x7 Emergency Care","https://tnhealth.tn.gov.in","044-25305000","ABDM_HFR","IN-TN-VEL-0040",20040,CLEANED,VALID_COORDINATE,
20041,10.787,79.1378,"POINT(79.1378 10.787)","Tamil Nadu","Thanjavur","613004","Thanjavur Medical College Hospital (TMCH)","Public/ Government","Government Medical College / District Hospital","General Medicine, General Surgery, Paediatrics, Obstetrics & Gynaecology, Orthopaedics, Anaesthesiology, Radiology, Pathology, Emergency Medicine","Ambulance, 24x7 Casualty, Blood Bank, 500-1000 Beds, 100 ICU Beds, CT Scan, X-Ray, Dialysis, Pharmacy","24x7 Casualty & Emergency Services","https://tnhealth.tn.gov.in","044-25305000","ABDM_HFR","IN-TN-THA-0041",20041,CLEANED,VALID_COORDINATE,
20042,10.799,79.1528,"POINT(79.1528 10.799)","Tamil Nadu","Thanjavur","613004","Meenakshi Hospital Thanjavur","Private","Multi Speciality Hospital","Cardiology, Neurology, Orthopaedics, Nephrology, Gastroenterology, Oncology, Critical Care","Ambulance, 24x7 Emergency Room, ICU, Cath Lab, MRI, CT, Dialysis Unit, Pharmacy","24x7 Trauma & Emergency","https://cmchistn.com","0422-4345000","ABDM_HFR","IN-TN-THA-0042",20042,CLEANED,VALID_COORDINATE,
20043,10.769,79.1258,"POINT(79.1258 10.769)","Tamil Nadu","Thanjavur","613004","Government Taluk Hospital, Thanjavur","Public/ Government","Sub-District Hospital (SDH)","General Medicine, General Surgery, Paediatrics, Gynaecology, Emergency Care","Ambulance, 100 Beds, 24x7 Labour Ward, Pharmacy, X-Ray, Laboratory","24x7 Emergency Care","https://tnhealth.tn.gov.in","044-25305000","ABDM_HFR","IN-TN-THA-0043",20043,CLEANED,VALID_COORDINATE,
20044,12.6841,79.9836,"POINT(79.9836 12.6841)","Tamil Nadu","Chengalpattu","603001","Chengalpattu Government Medical College Hospital","Public/ Government","Government Medical College / District Hospital","General Medicine, General Surgery, Paediatrics, Obstetrics & Gynaecology, Orthopaedics, Anaesthesiology, Radiology, Pathology, Emergency Medicine","Ambulance, 24x7 Casualty, Blood Bank, 500-1000 Beds, 100 ICU Beds, CT Scan, X-Ray, Dialysis, Pharmacy","24x7 Casualty & Emergency Services","https://tnhealth.tn.gov.in","044-25305000","ABDM_HFR","IN-TN-CHE-0044",20044,CLEANED,VALID_COORDINATE,
20045,12.6961,79.9986,"POINT(79.9986 12.6961)","Tamil Nadu","Chengalpattu","603001","Gleneagles Global Hospital","Private","Multi Speciality Hospital","Cardiology, Neurology, Orthopaedics, Nephrology, Gastroenterology, Oncology, Critical Care","Ambulance, 24x7 Emergency Room, ICU, Cath Lab, MRI, CT, Dialysis Unit, Pharmacy","24x7 Trauma & Emergency","https://cmchistn.com","0422-4345000","ABDM_HFR","IN-TN-CHE-0045",20045,CLEANED,VALID_COORDINATE,
20046,12.6661,79.9716,"POINT(79.9716 12.6661)","Tamil Nadu","Chengalpattu","603001","Government Taluk Hospital, Chengalpattu","Public/ Government","Sub-District Hospital (SDH)","General Medicine, General Surgery, Paediatrics, Gynaecology, Emergency Care","Ambulance, 100 Beds, 24x7 Labour Ward, Pharmacy, X-Ray, Laboratory","24x7 Emergency Care","https://tnhealth.tn.gov.in","044-25305000","ABDM_HFR","IN-TN-CHE-0046",20046,CLEANED,VALID_COORDINATE,
20047,13.1437,79.9083,"POINT(79.9083 13.1437)","Tamil Nadu","Tiruvallur","602001","Government Tiruvallur Medical College Hospital","Public/ Government","Government Medical College / District Hospital","General Medicine, General Surgery, Paediatrics, Obstetrics & Gynaecology, Orthopaedics, Anaesthesiology, Radiology, Pathology, Emergency Medicine","Ambulance, 24x7 Casualty, Blood Bank, 500-1000 Beds, 100 ICU Beds, CT Scan, X-Ray, Dialysis, Pharmacy","24x7 Casualty & Emergency Services","https://tnhealth.tn.gov.in","044-25305000","ABDM_HFR","IN-TN-TIR-0047",20047,CLEANED,VALID_COORDINATE,
20048,13.1557,79.9233,"POINT(79.9233 13.1557)","Tamil Nadu","Tiruvallur","602001","Apollo Speciality Hospital Vanagaram","Private","Multi Speciality Hospital","Cardiology, Neurology, Orthopaedics, Nephrology, Gastroenterology, Oncology, Critical Care","Ambulance, 24x7 Emergency Room, ICU, Cath Lab, MRI, CT, Dialysis Unit, Pharmacy","24x7 Trauma & Emergency","https://cmchistn.com","0422-4345000","ABDM_HFR","IN-TN-TIR-0048",20048,CLEANED,VALID_COORDINATE,
20049,13.1257,79.8963,"POINT(79.8963 13.1257)","Tamil Nadu","Tiruvallur","602001","Government Taluk Hospital, Tiruvallur","Public/ Government","Sub-District Hospital (SDH)","General Medicine, General Surgery, Paediatrics, Gynaecology, Emergency Care","Ambulance, 100 Beds, 24x7 Labour Ward, Pharmacy, X-Ray, Laboratory","24x7 Emergency Care","https://tnhealth.tn.gov.in","044-25305000","ABDM_HFR","IN-TN-TIR-0049",20049,CLEANED,VALID_COORDINATE,
20050,12.8342,79.7036,"POINT(79.7036 12.8342)","Tamil Nadu","Kanchipuram","631502","District Headquarters Hospital Kanchipuram","Public/ Government","Government Medical College / District Hospital","General Medicine, General Surgery, Paediatrics, Obstetrics & Gynaecology, Orthopaedics, Anaesthesiology, Radiology, Pathology, Emergency Medicine","Ambulance, 24x7 Casualty, Blood Bank, 500-1000 Beds, 100 ICU Beds, CT Scan, X-Ray, Dialysis, Pharmacy","24x7 Casualty & Emergency Services","https://tnhealth.tn.gov.in","044-25305000","ABDM_HFR","IN-TN-KAN-0050",20050,CLEANED,VALID_COORDINATE,
