source,source_facility_id,hospital_name,state,district,pincode,latitude,longitude,classification,match_reason
"ABDM_HFR","IN-TN-KAN-0051","Meenakshi Medical College Hospital","Tamil Nadu","Kanchipuram","631502",12.8462,79.7186,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-KAN-0052","Government Taluk Hospital, Kanchipuram","Tamil Nadu","Kanchipuram","631502",12.8162,79.6916,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-ERO-0053","Government Medical College Hospital Erode (Perundurai)","Tamil Nadu","Erode","638009",11.341,77.7172,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-ERO-0054","Lotus Hospital Erode","Tamil Nadu","Erode","638009",11.353,77.7322,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-ERO-0055","Government Taluk Hospital, Erode","Tamil Nadu","Erode","638009",11.323,77.7052,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-TIR-0056","Government Medical College Hospital Tiruppur","Tamil Nadu","Tiruppur","641604",11.1085,77.3411,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-TIR-0057","Revathi Medical Centre","Tamil Nadu","Tiruppur","641604",11.1205,77.3561,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-TIR-0058","Government Taluk Hospital, Tiruppur","Tamil Nadu","Tiruppur","641604",11.0905,77.3291,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-DIN-0059","Government Medical College Hospital Dindigul","Tamil Nadu","Dindigul","624001",10.3673,77.9803,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-DIN-0061","Government Taluk Hospital, Dindigul","Tamil Nadu","Dindigul","624001",10.3493,77.9683,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-CUD-0062","Government Medical College Hospital Cuddalore (Chidambaram)","Tamil Nadu","Cuddalore","607001",11.748,79.7714,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-CUD-0063","Krishna Hospital Cuddalore","Tamil Nadu","Cuddalore","607001",11.76,79.7864,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-CUD-0064","Government Taluk Hospital, Cuddalore","Tamil Nadu","Cuddalore","607001",11.73,79.7594,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-VIL-0065","Government Villupuram Medical College Hospital (Mundiyampakkam)","Tamil Nadu","Viluppuram","605602",11.9401,79.4861,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-VIL-0066","ES Hospital Villupuram","Tamil Nadu","Viluppuram","605602",11.9521,79.5011,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-VIL-0067","Government Taluk Hospital, Viluppuram","Tamil Nadu","Viluppuram","605602",11.9221,79.4741,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-KAN-0068","Kanyakumari Government Medical College Hospital (Asaripallam)","Tamil Nadu","Kanyakumari","629201",8.0883,77.5385,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-KAN-0069","Sree Mookambika Institute","Tamil Nadu","Kanyakumari","629201",8.1003,77.5535,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-KAN-0070","Government Taluk Hospital, Kanyakumari","Tamil Nadu","Kanyakumari","629201",8.0703,77.5265,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-NAG-0071","Government Medical College Hospital Nagapattinam","Tamil Nadu","Nagapattinam","611001",10.7672,79.8449,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-NAG-0072","Padmini Nursing Home","Tamil Nadu","Nagapattinam","611001",10.7792,79.8599,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-NAG-0073","Government Taluk Hospital, Nagapattinam","Tamil Nadu","Nagapattinam","611001",10.7492,79.8329,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-TIR-0074","Government Tiruvarur Medical College Hospital","Tamil Nadu","Tiruvarur","610004",10.7717,79.6366,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-TIR-0075","Pankajam Hospital","Tamil Nadu","Tiruvarur","610004",10.7837,79.6516,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-TIR-0076","Government Taluk Hospital, Tiruvarur","Tamil Nadu","Tiruvarur","610004",10.7537,79.6246,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-PUD-0077","Government Medical College Hospital Pudukkottai","Tamil Nadu","Pudukkottai","622001",10.3797,78.8208,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-PUD-0078","Muthu Hospital","Tamil Nadu","Pudukkottai","622001",10.3917,78.8358,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-PUD-0079","Government Taluk Hospital, Pudukkottai","Tamil Nadu","Pudukkottai","622001",10.3617,78.8088,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-SIV-0080","Government Sivagangai Medical College Hospital","Tamil Nadu","Sivaganga","630561",9.8433,78.4809,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-SIV-0081","St. Michael Hospital","Tamil Nadu","Sivaganga","630561",9.8553,78.4959,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-SIV-0082","Government Taluk Hospital, Sivaganga","Tamil Nadu","Sivaganga","630561",9.8253,78.4689,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-RAM-0083","Government Medical College Hospital Ramanathapuram","Tamil Nadu","Ramanathapuram","623501",9.3639,78.8395,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-RAM-0084","Syed Ammal Hospital","Tamil Nadu","Ramanathapuram","623501",9.3759,78.8545,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-RAM-0085","Government Taluk Hospital, Ramanathapuram","Tamil Nadu","Ramanathapuram","623501",9.3459,78.8275,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-VIR-0086","Government Medical College Hospital Virudhunagar","Tamil Nadu","Virudhunagar","626001",9.5872,77.9578,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-VIR-0087","Kamaraj Hospital","Tamil Nadu","Virudhunagar","626001",9.5992,77.9728,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-VIR-0088","Government Taluk Hospital, Virudhunagar","Tamil Nadu","Virudhunagar","626001",9.5692,77.9458,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-THE-0089","Government Theni Medical College Hospital (Kalanivasal)","Tamil Nadu","Theni","625512",10.0104,77.4768,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-THE-0090","KRS Hospital Theni","Tamil Nadu","Theni","625512",10.0224,77.4918,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-THE-0091","Government Taluk Hospital, Theni","Tamil Nadu","Theni","625512",9.9924,77.4648,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-THO-0092","Government Thoothukudi Medical College Hospital","Tamil Nadu","Thoothukudi","628001",8.7642,78.1348,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-THO-0093","Sundaram Arulraj Hospital","Tamil Nadu","Thoothukudi","628001",8.7762,78.1498,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-THO-0094","Government Taluk Hospital, Thoothukudi","Tamil Nadu","Thoothukudi","628001",8.7462,78.1228,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-TEN-0095","District Headquarters Hospital Tenkasi","Tamil Nadu","Tenkasi","627811",8.9594,77.3149,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-TEN-0096","Sankar Hospital Tenkasi","Tamil Nadu","Tenkasi","627811",8.9714,77.3299,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-TEN-0097","Government Taluk Hospital, Tenkasi","Tamil Nadu","Tenkasi","627811",8.9414,77.3029,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-KAR-0100","Government Taluk Hospital, Karur","Tamil Nadu","Karur","639004",10.9421,78.0646,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-NAM-0101","Government Medical College Hospital Namakkal","Tamil Nadu","Namakkal","637001",11.2189,78.1674,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-NAM-0102","Thangam Hospital","Tamil Nadu","Namakkal","637001",11.2309,78.1824,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-NAM-0103","Government Taluk Hospital, Namakkal","Tamil Nadu","Namakkal","637001",11.2009,78.1554,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-DHA-0104","Government Dharmapuri Medical College Hospital","Tamil Nadu","Dharmapuri","636701",12.1211,78.1582,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-DHA-0105","Senthil Hospital","Tamil Nadu","Dharmapuri","636701",12.1331,78.1732,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-DHA-0106","Government Taluk Hospital, Dharmapuri","Tamil Nadu","Dharmapuri","636701",12.1031,78.1462,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-KRI-0109","Government Taluk Hospital, Krishnagiri","Tamil Nadu","Krishnagiri","635001",12.5006,78.2017,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-TIR-0110","District Headquarters Hospital Tirupathur","Tamil Nadu","Tirupathur","635601",12.4958,78.5678,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-TIR-0111","Surya Hospital","Tamil Nadu","Tirupathur","635601",12.5078,78.5828,"NEW","GENERIC_NAME_DIFFERENT_STATE"
"ABDM_HFR","IN-TN-TIR-0112","Government Taluk Hospital, Tirupathur","Tamil Nadu","Tirupathur","635601",12.4778,78.5558,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-RAN-0113","District Headquarters Hospital Walajapet (Ranipet)","Tamil Nadu","Ranipet","632401",12.9224,79.3323,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-RAN-0114","Scudder Memorial Hospital","Tamil Nadu","Ranipet","632401",12.9344,79.3473,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-RAN-0115","Government Taluk Hospital, Ranipet","Tamil Nadu","Ranipet","632401",12.9044,79.3203,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-TIR-0116","Government Tiruvannamalai Medical College Hospital","Tamil Nadu","Tiruvannamalai","606604",12.2253,79.0747,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-TIR-0117","Ramana Maharshi Health Centre","Tamil Nadu","Tiruvannamalai","606604",12.2373,79.0897,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-TIR-0118","Government Taluk Hospital, Tiruvannamalai","Tamil Nadu","Tiruvannamalai","606604",12.2073,79.0627,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-KAL-0119","Government Medical College Hospital Kallakurichi","Tamil Nadu","Kallakurichi","606202",11.7383,78.9639,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-KAL-0120","Siva Hospital","Tamil Nadu","Kallakurichi","606202",11.7503,78.9789,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-KAL-0121","Government Taluk Hospital, Kallakurichi","Tamil Nadu","Kallakurichi","606202",11.7203,78.9519,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-ARI-0122","Government Medical College Hospital Ariyalur","Tamil Nadu","Ariyalur","621704",11.1401,79.0786,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-ARI-0123","Meenakshi Hospital","Tamil Nadu","Ariyalur","621704",11.1521,79.0936,"NEW","GENERIC_NAME_DIFFERENT_STATE"
"ABDM_HFR","IN-TN-ARI-0124","Government Taluk Hospital, Ariyalur","Tamil Nadu","Ariyalur","621704",11.1221,79.0666,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-PER-0125","District Headquarters Hospital Perambalur","Tamil Nadu","Perambalur","621212",11.2342,78.882,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-PER-0126","Dhanalakshmi Srinivasan Hospital","Tamil Nadu","Perambalur","621212",11.2462,78.897,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-PER-0127","Government Taluk Hospital, Perambalur","Tamil Nadu","Perambalur","621212",11.2162,78.87,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-MAY-0128","District Headquarters Hospital Mayiladuthurai","Tamil Nadu","Mayiladuthurai","609001",11.1018,79.6522,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-MAY-0129","Aravind Eye Hospital","Tamil Nadu","Mayiladuthurai","609001",11.1138,79.6672,"NEW","GENERIC_NAME_DIFFERENT_STATE"
"ABDM_HFR","IN-TN-MAY-0130","Government Taluk Hospital, Mayiladuthurai","Tamil Nadu","Mayiladuthurai","609001",11.0838,79.6402,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-NIL-0131","Government Medical College Hospital Ooty (Nilgiris)","Tamil Nadu","Nilgiris","643001",11.4102,76.695,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-NIL-0132","Cantonment Hospital Wellington","Tamil Nadu","Nilgiris","643001",11.4222,76.71,"NEW","NO_MATCH"
"ABDM_HFR","IN-TN-NIL-0133","Government Taluk Hospital, Nilgiris","Tamil Nadu","Nilgiris","643001",11.3922,76.683,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-CHN-1001","GCC Urban Community Health Centre, Pulianthope","Tamil Nadu","Chennai","600012",13.0945,80.2642,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-CHN-1002","GCC Urban Community Health Centre, Saidapet","Tamil Nadu","Chennai","600015",13.0212,80.2235,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-CHN-1003","GCC Urban Community Health Centre, Shenoy Nagar","Tamil Nadu","Chennai","600030",13.0789,80.2241,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-CHN-1004","GCC Urban Community Health Centre, Ayanavaram","Tamil Nadu","Chennai","600023",13.0984,80.2312,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-CHN-1005","GCC Urban Community Health Centre, Thiruvottiyur","Tamil Nadu","Chennai","600019",13.1612,80.3012,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-CHN-1006","GCC Urban Community Health Centre, Madhavaram","Tamil Nadu","Chennai","600060",13.1489,80.2314,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-CHN-1007","GCC Urban Community Health Centre, Ambattur","Tamil Nadu","Chennai","600053",13.1145,80.1541,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-CHN-1008","GCC Urban Community Health Centre, Valasaravakkam","Tamil Nadu","Chennai","600087",13.0412,80.1745,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-CHN-1009","GCC Urban Community Health Centre, Alandur","Tamil Nadu","Chennai","600016",13.0041,80.2012,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-CHN-1010","GCC Urban Community Health Centre, Adyar","Tamil Nadu","Chennai","600020",13.0068,80.2541,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-CHN-1011","GCC Urban Community Health Centre, Perungudi","Tamil Nadu","Chennai","600096",12.9612,80.2415,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-CHN-1012","GCC Urban Community Health Centre, Sholinganallur","Tamil Nadu","Chennai","600119",12.9012,80.2274,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-CHN-1013","GCC Urban Primary Health Centre, Royapuram","Tamil Nadu","Chennai","600013",13.1112,80.2941,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-CHN-1015","GCC Urban Primary Health Centre, Mylapore","Tamil Nadu","Chennai","600004",13.0345,80.2678,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-CHN-1016","GCC Urban Primary Health Centre, Kodambakkam","Tamil Nadu","Chennai","600024",13.0512,80.2214,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-CHN-1017","GCC Urban Primary Health Centre, Anna Nagar West","Tamil Nadu","Chennai","600040",13.0889,80.2012,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-CHN-1018","GCC Urban Primary Health Centre, Triplicane","Tamil Nadu","Chennai","600005",13.0589,80.2741,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-CHN-1019","GCC Urban Primary Health Centre, Villivakkam","Tamil Nadu","Chennai","600049",13.1078,80.2045,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-CHN-1020","GCC Urban Primary Health Centre, Kolathur","Tamil Nadu","Chennai","600099",13.1245,80.2189,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-ARI-1021","Government Primary Health Centre, Central Ariyalur","Tamil Nadu","Ariyalur","600001",12.180819339645307,78.47373627273831,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-ARI-1022","Government Community Health Centre, North Ariyalur","Tamil Nadu","Ariyalur","600001",11.886552915641376,78.34030861625713,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-CHE-1023","Government Primary Health Centre, Central Chengalpattu","Tamil Nadu","Chengalpattu","600001",12.987439399708425,78.59363145523068,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-CHE-1024","Government Community Health Centre, North Chengalpattu","Tamil Nadu","Chengalpattu","600001",11.183421204034115,78.44623611159722,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-COI-1025","Government Primary Health Centre, Central Coimbatore","Tamil Nadu","Coimbatore","600001",11.353761835177439,77.31757521656546,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-COI-1026","Government Community Health Centre, North Coimbatore","Tamil Nadu","Coimbatore","600001",12.219995872953627,77.2745812021771,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-CUD-1027","Government Primary Health Centre, Central Cuddalore","Tamil Nadu","Cuddalore","600001",12.324301996937068,78.41869042633071,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-CUD-1028","Government Community Health Centre, North Cuddalore","Tamil Nadu","Cuddalore","600001",12.258933449047666,77.53704083735528,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-DHA-1029","Government Primary Health Centre, Central Dharmapuri","Tamil Nadu","Dharmapuri","600001",11.9698409847678,78.75193815693858,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-DHA-1030","Government Community Health Centre, North Dharmapuri","Tamil Nadu","Dharmapuri","600001",11.968258787565883,77.1649713055536,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-DIN-1031","Government Primary Health Centre, Central Dindigul","Tamil Nadu","Dindigul","600001",12.809697520625921,77.69683035847537,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-DIN-1032","Government Community Health Centre, North Dindigul","Tamil Nadu","Dindigul","600001",12.080849687247994,77.72869823269544,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-ERO-1033","Government Primary Health Centre, Central Erode","Tamil Nadu","Erode","600001",11.801466381472784,78.4000069016234,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-ERO-1034","Government Community Health Centre, North Erode","Tamil Nadu","Erode","600001",12.709465074373165,78.53271489936995,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-KAL-1035","Government Primary Health Centre, Central Kallakurichi","Tamil Nadu","Kallakurichi","600001",12.70281544307744,77.43174547282989,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-KAL-1036","Government Community Health Centre, North Kallakurichi","Tamil Nadu","Kallakurichi","600001",11.230884529933247,77.26231830403478,"NEW","NO_MATCH"
"TN_HMIS","TNHMIS-KAN-1037","Government Primary Health Centre, Central Kanchipuram","Tamil Nadu","Kanchipuram","600001",12.935173020591375,77.0626808160652,"NEW","NO_MATCH"
