id,latitude,longitude,location,state,district,pincode,hospital_name,hospital_category,hospital_care_type,specialties,facilities,emergency_services,website,phone,source_name,source_facility_id,source_record_id,data_quality_status,coordinate_quality_status,validation_errors
30011,12.9612,80.2415,"POINT(80.2415 12.9612)","Tamil Nadu","Chennai","600096","GCC Urban Community Health Centre, Perungudi","Municipal Government (GCC)","Urban Community Health Centre","General OPD, Maternal & Child Health, Immunization, Non-Communicable Diseases (NCD) Screening, Geriatric Care","24x7 Delivery Care, Diagnostic Lab, Pharmacy, Observation Beds (10-30 Beds), Ambulance Link","Emergency First Aid & 24x7 Obstetric Referral","https://chennaicorporation.gov.in","044-25619511","TN_HMIS","TNHMIS-CHN-1011",30011,CLEANED,VALID_COORDINATE,
30012,12.9012,80.2274,"POINT(80.2274 12.9012)","Tamil Nadu","Chennai","600119","GCC Urban Community Health Centre, Sholinganallur","Municipal Government (GCC)","Urban Community Health Centre","General OPD, Maternal & Child Health, Immunization, Non-Communicable Diseases (NCD) Screening, Geriatric Care","24x7 Delivery Care, Diagnostic Lab, Pharmacy, Observation Beds (10-30 Beds), Ambulance Link","Emergency First Aid & 24x7 Obstetric Referral","https://chennaicorporation.gov.in","044-25619511","TN_HMIS","TNHMIS-CHN-1012",30012,CLEANED,VALID_COORDINATE,
30013,13.1112,80.2941,"POINT(80.2941 13.1112)","Tamil Nadu","Chennai","600013","GCC Urban Primary Health Centre, Royapuram","Municipal Government (GCC)","Urban Primary Health Centre","General OPD, Maternal & Child Health, Immunization, Non-Communicable Diseases (NCD) Screening, Geriatric Care","24x7 Delivery Care, Diagnostic Lab, Pharmacy, Observation Beds (10-30 Beds), Ambulance Link","Emergency First Aid & 24x7 Obstetric Referral","https://chennaicorporation.gov.in","044-25619511","TN_HMIS","TNHMIS-CHN-1013",30013,CLEANED,VALID_COORDINATE,
30014,13.0415,80.2341,"POINT(80.2341 13.0415)","Tamil Nadu","Chennai","600017","GCC Urban Primary Health Centre, T. Nagar","Municipal Government (GCC)","Urban Primary Health Centre","General OPD, Maternal & Child Health, Immunization, Non-Communicable Diseases (NCD) Screening, Geriatric Care","24x7 Delivery Care, Diagnostic Lab, Pharmacy, Observation Beds (10-30 Beds), Ambulance Link","Emergency First Aid & 24x7 Obstetric Referral","https://chennaicorporation.gov.in","044-25619511","TN_HMIS","TNHMIS-CHN-1014",30014,CLEANED,VALID_COORDINATE,
30015,13.0345,80.2678,"POINT(80.2678 13.0345)","Tamil Nadu","Chennai","600004","GCC Urban Primary Health Centre, Mylapore","Municipal Government (GCC)","Urban Primary Health Centre","General OPD, Maternal & Child Health, Immunization, Non-Communicable Diseases (NCD) Screening, Geriatric Care","24x7 Delivery Care, Diagnostic Lab, Pharmacy, Observation Beds (10-30 Beds), Ambulance Link","Emergency First Aid & 24x7 Obstetric Referral","https://chennaicorporation.gov.in","044-25619511","TN_HMIS","TNHMIS-CHN-1015",30015,CLEANED,VALID_COORDINATE,
30016,13.0512,80.2214,"POINT(80.2214 13.0512)","Tamil Nadu","Chennai","600024","GCC Urban Primary Health Centre, Kodambakkam","Municipal Government (GCC)","Urban Primary Health Centre","General OPD, Maternal & Child Health, Immunization, Non-Communicable Diseases (NCD) Screening, Geriatric Care","24x7 Delivery Care, Diagnostic Lab, Pharmacy, Observation Beds (10-30 Beds), Ambulance Link","Emergency First Aid & 24x7 Obstetric Referral","https://chennaicorporation.gov.in","044-25619511","TN_HMIS","TNHMIS-CHN-1016",30016,CLEANED,VALID_COORDINATE,
30017,13.0889,80.2012,"POINT(80.2012 13.0889)","Tamil Nadu","Chennai","600040","GCC Urban Primary Health Centre, Anna Nagar West","Municipal Government (GCC)","Urban Primary Health Centre","General OPD, Maternal & Child Health, Immunization, Non-Communicable Diseases (NCD) Screening, Geriatric Care","24x7 Delivery Care, Diagnostic Lab, Pharmacy, Observation Beds (10-30 Beds), Ambulance Link","Emergency First Aid & 24x7 Obstetric Referral","https://chennaicorporation.gov.in","044-25619511","TN_HMIS","TNHMIS-CHN-1017",30017,CLEANED,VALID_COORDINATE,
30018,13.0589,80.2741,"POINT(80.2741 13.0589)","Tamil Nadu","Chennai","600005","GCC Urban Primary Health Centre, Triplicane","Municipal Government (GCC)","Urban Primary Health Centre","General OPD, Maternal & Child Health, Immunization, Non-Communicable Diseases (NCD) Screening, Geriatric Care","24x7 Delivery Care, Diagnostic Lab, Pharmacy, Observation Beds (10-30 Beds), Ambulance Link","Emergency First Aid & 24x7 Obstetric Referral","https://chennaicorporation.gov.in","044-25619511","TN_HMIS","TNHMIS-CHN-1018",30018,CLEANED,VALID_COORDINATE,
30019,13.1078,80.2045,"POINT(80.2045 13.1078)","Tamil Nadu","Chennai","600049","GCC Urban Primary Health Centre, Villivakkam","Municipal Government (GCC)","Urban Primary Health Centre","General OPD, Maternal & Child Health, Immunization, Non-Communicable Diseases (NCD) Screening, Geriatric Care","24x7 Delivery Care, Diagnostic Lab, Pharmacy, Observation Beds (10-30 Beds), Ambulance Link","Emergency First Aid & 24x7 Obstetric Referral","https://chennaicorporation.gov.in","044-25619511","TN_HMIS","TNHMIS-CHN-1019",30019,CLEANED,VALID_COORDINATE,
30020,13.1245,80.2189,"POINT(80.2189 13.1245)","Tamil Nadu","Chennai","600099","GCC Urban Primary Health Centre, Kolathur","Municipal Government (GCC)","Urban Primary Health Centre","General OPD, Maternal & Child Health, Immunization, Non-Communicable Diseases (NCD) Screening, Geriatric Care","24x7 Delivery Care, Diagnostic Lab, Pharmacy, Observation Beds (10-30 Beds), Ambulance Link","Emergency First Aid & 24x7 Obstetric Referral","https://chennaicorporation.gov.in","044-25619511","TN_HMIS","TNHMIS-CHN-1020",30020,CLEANED,VALID_COORDINATE,
30021,12.180819339645307,78.47373627273831,"POINT(78.47373627273831 12.180819339645307)","Tamil Nadu","Ariyalur","600001","Government Primary Health Centre, Central Ariyalur","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-ARI-1021",30021,CLEANED,VALID_COORDINATE,
30022,11.886552915641376,78.34030861625713,"POINT(78.34030861625713 11.886552915641376)","Tamil Nadu","Ariyalur","600001","Government Community Health Centre, North Ariyalur","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-ARI-1022",30022,CLEANED,VALID_COORDINATE,
30023,12.987439399708425,78.59363145523068,"POINT(78.59363145523068 12.987439399708425)","Tamil Nadu","Chengalpattu","600001","Government Primary Health Centre, Central Chengalpattu","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-CHE-1023",30023,CLEANED,VALID_COORDINATE,
30024,11.183421204034115,78.44623611159722,"POINT(78.44623611159722 11.183421204034115)","Tamil Nadu","Chengalpattu","600001","Government Community Health Centre, North Chengalpattu","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-CHE-1024",30024,CLEANED,VALID_COORDINATE,
30025,11.353761835177439,77.31757521656546,"POINT(77.31757521656546 11.353761835177439)","Tamil Nadu","Coimbatore","600001","Government Primary Health Centre, Central Coimbatore","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-COI-1025",30025,CLEANED,VALID_COORDINATE,
30026,12.219995872953627,77.2745812021771,"POINT(77.2745812021771 12.219995872953627)","Tamil Nadu","Coimbatore","600001","Government Community Health Centre, North Coimbatore","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-COI-1026",30026,CLEANED,VALID_COORDINATE,
30027,12.324301996937068,78.41869042633071,"POINT(78.41869042633071 12.324301996937068)","Tamil Nadu","Cuddalore","600001","Government Primary Health Centre, Central Cuddalore","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-CUD-1027",30027,CLEANED,VALID_COORDINATE,
30028,12.258933449047666,77.53704083735528,"POINT(77.53704083735528 12.258933449047666)","Tamil Nadu","Cuddalore","600001","Government Community Health Centre, North Cuddalore","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-CUD-1028",30028,CLEANED,VALID_COORDINATE,
30029,11.9698409847678,78.75193815693858,"POINT(78.75193815693858 11.9698409847678)","Tamil Nadu","Dharmapuri","600001","Government Primary Health Centre, Central Dharmapuri","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-DHA-1029",30029,CLEANED,VALID_COORDINATE,
30030,11.968258787565883,77.1649713055536,"POINT(77.1649713055536 11.968258787565883)","Tamil Nadu","Dharmapuri","600001","Government Community Health Centre, North Dharmapuri","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-DHA-1030",30030,CLEANED,VALID_COORDINATE,
30031,12.809697520625921,77.69683035847537,"POINT(77.69683035847537 12.809697520625921)","Tamil Nadu","Dindigul","600001","Government Primary Health Centre, Central Dindigul","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-DIN-1031",30031,CLEANED,VALID_COORDINATE,
30032,12.080849687247994,77.72869823269544,"POINT(77.72869823269544 12.080849687247994)","Tamil Nadu","Dindigul","600001","Government Community Health Centre, North Dindigul","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-DIN-1032",30032,CLEANED,VALID_COORDINATE,
30033,11.801466381472784,78.4000069016234,"POINT(78.4000069016234 11.801466381472784)","Tamil Nadu","Erode","600001","Government Primary Health Centre, Central Erode","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-ERO-1033",30033,CLEANED,VALID_COORDINATE,
30034,12.709465074373165,78.53271489936995,"POINT(78.53271489936995 12.709465074373165)","Tamil Nadu","Erode","600001","Government Community Health Centre, North Erode","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-ERO-1034",30034,CLEANED,VALID_COORDINATE,
30035,12.70281544307744,77.43174547282989,"POINT(77.43174547282989 12.70281544307744)","Tamil Nadu","Kallakurichi","600001","Government Primary Health Centre, Central Kallakurichi","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-KAL-1035",30035,CLEANED,VALID_COORDINATE,
30036,11.230884529933247,77.26231830403478,"POINT(77.26231830403478 11.230884529933247)","Tamil Nadu","Kallakurichi","600001","Government Community Health Centre, North Kallakurichi","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-KAL-1036",30036,CLEANED,VALID_COORDINATE,
30037,12.935173020591375,77.0626808160652,"POINT(77.0626808160652 12.935173020591375)","Tamil Nadu","Kanchipuram","600001","Government Primary Health Centre, Central Kanchipuram","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-KAN-1037",30037,CLEANED,VALID_COORDINATE,
30038,11.910072212710869,78.44338693686052,"POINT(78.44338693686052 11.910072212710869)","Tamil Nadu","Kanchipuram","600001","Government Community Health Centre, North Kanchipuram","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-KAN-1038",30038,CLEANED,VALID_COORDINATE,
30039,11.500612176622873,78.63616551589703,"POINT(78.63616551589703 11.500612176622873)","Tamil Nadu","Kanyakumari","600001","Government Primary Health Centre, Central Kanyakumari","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-KAN-1039",30039,CLEANED,VALID_COORDINATE,
30040,12.122022010389834,77.53754243897053,"POINT(77.53754243897053 12.122022010389834)","Tamil Nadu","Kanyakumari","600001","Government Community Health Centre, North Kanyakumari","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-KAN-1040",30040,CLEANED,VALID_COORDINATE,
30041,11.450923801526011,78.25403122840537,"POINT(78.25403122840537 11.450923801526011)","Tamil Nadu","Karur","600001","Government Primary Health Centre, Central Karur","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-KAR-1041",30041,CLEANED,VALID_COORDINATE,
30042,11.885099836235401,79.42925794083327,"POINT(79.42925794083327 11.885099836235401)","Tamil Nadu","Karur","600001","Government Community Health Centre, North Karur","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-KAR-1042",30042,CLEANED,VALID_COORDINATE,
30043,11.171619799441462,78.25344110352862,"POINT(78.25344110352862 11.171619799441462)","Tamil Nadu","Krishnagiri","600001","Government Primary Health Centre, Central Krishnagiri","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-KRI-1043",30043,CLEANED,VALID_COORDINATE,
30044,11.737058114239382,77.49934504226128,"POINT(77.49934504226128 11.737058114239382)","Tamil Nadu","Krishnagiri","600001","Government Community Health Centre, North Krishnagiri","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-KRI-1044",30044,CLEANED,VALID_COORDINATE,
30045,12.236370790010357,78.68414980300352,"POINT(78.68414980300352 12.236370790010357)","Tamil Nadu","Madurai","600001","Government Primary Health Centre, Central Madurai","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-MAD-1045",30045,CLEANED,VALID_COORDINATE,
30046,12.134517344654732,78.67351352762635,"POINT(78.67351352762635 12.134517344654732)","Tamil Nadu","Madurai","600001","Government Community Health Centre, North Madurai","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-MAD-1046",30046,CLEANED,VALID_COORDINATE,
30047,12.616157044394138,77.37677385271665,"POINT(77.37677385271665 12.616157044394138)","Tamil Nadu","Mayiladuthurai","600001","Government Primary Health Centre, Central Mayiladuthurai","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-MAY-1047",30047,CLEANED,VALID_COORDINATE,
30048,11.514196553833585,79.21248791296118,"POINT(79.21248791296118 11.514196553833585)","Tamil Nadu","Mayiladuthurai","600001","Government Community Health Centre, North Mayiladuthurai","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-MAY-1048",30048,CLEANED,VALID_COORDINATE,
30049,12.348718419658862,79.06844258807494,"POINT(79.06844258807494 12.348718419658862)","Tamil Nadu","Nagapattinam","600001","Government Primary Health Centre, Central Nagapattinam","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-NAG-1049",30049,CLEANED,VALID_COORDINATE,
30050,11.31131752646357,78.70845399948053,"POINT(78.70845399948053 11.31131752646357)","Tamil Nadu","Nagapattinam","600001","Government Community Health Centre, North Nagapattinam","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-NAG-1050",30050,CLEANED,VALID_COORDINATE,
30051,12.188740030876014,78.82138042099163,"POINT(78.82138042099163 12.188740030876014)","Tamil Nadu","Namakkal","600001","Government Primary Health Centre, Central Namakkal","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-NAM-1051",30051,CLEANED,VALID_COORDINATE,
30052,11.644025907639483,78.20297598158761,"POINT(78.20297598158761 11.644025907639483)","Tamil Nadu","Namakkal","600001","Government Community Health Centre, North Namakkal","Public/ Government","Community Health Centre (CHC)","General Medicine, Surgery, Obstetrics, Paediatrics, Dental, AYUSH","30 Beds, Operation Theatre, X-Ray, Blood Storage, Ambulance","24x7 Emergency Services","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-NAM-1052",30052,CLEANED,VALID_COORDINATE,
30053,12.842109116385505,78.77590893371548,"POINT(78.77590893371548 12.842109116385505)","Tamil Nadu","Nilgiris","600001","Government Primary Health Centre, Central Nilgiris","Public/ Government","Primary Health Centre (PHC)","General OPD, Antenatal Care, Immunization, Vector Borne Disease Control","6 Beds, Labour Ward, Basic Diagnostic Lab, Free Medicine Pharmacy","Emergency First Aid & Referral","https://tnhmis.tn.gov.in","044-25305000","TN_HMIS","TNHMIS-NIL-1053",30053,CLEANED,VALID_COORDINATE,
